INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182070908,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,911,,2018-09-03 18:38:00,2018,9,Monday,18,Part One,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
I182070813,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,627,,2018-09-03 03:00:00,2018,9,Monday,3,Part One,PETERBOROUGH ST,42.34280177,-71.10069510,"(42.34280177, -71.10069510)"
I182070804,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,756,,2018-09-03 11:00:00,2018,9,Monday,11,Part One,CHAMPNEY ST,42.35241230,-71.16878833,"(42.35241230, -71.16878833)"
I182070782,00561,Other Burglary,BURGLARY - OTHER - ATTEMPT,E18,495,,2018-09-03 10:12:00,2018,9,Monday,10,Part One,GREENWOOD AVE,42.26597955,-71.12179590,"(42.26597955, -71.12179590)"
I182070706,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,402,,2018-09-02 23:33:00,2018,9,Sunday,23,Part One,BURT ST,42.28413536,-71.06957385,"(42.28413536, -71.06957385)"
I182070571,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,317,,2018-09-02 14:39:00,2018,9,Sunday,14,Part One,HOMESTEAD ST,42.31014403,-71.08759179,"(42.31014403, -71.08759179)"
I182070349,00560,Other Burglary,BURGLARY - OTHER - FORCE,E18,519,,2018-08-27 19:20:00,2018,8,Monday,19,Part One,FAIRMOUNT AVE,42.25395990,-71.11962283,"(42.25395990, -71.11962283)"
I182070290,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,261,,2018-08-31 23:30:00,2018,8,Friday,23,Part One,BROOK AVE,42.32047753,-71.07273673,"(42.32047753, -71.07273673)"
I182070189,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,397,,2018-09-01 04:47:00,2018,9,Saturday,4,Part One,CENTRE ST,42.29126463,-71.06811401,"(42.29126463, -71.06811401)"
I182070141,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,597,,2018-08-31 20:30:00,2018,8,Friday,20,Part One,COLUMBUS AVE,42.33961848,-71.08285580,"(42.33961848, -71.08285580)"
I182070140,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,352,,2018-08-31 23:52:00,2018,8,Friday,23,Part One,ARCADIA ST,42.30170996,-71.06174506,"(42.30170996, -71.06174506)"
I182070099,00560,Other Burglary,BURGLARY - OTHER - FORCE,B3,427,,2018-08-31 18:45:00,2018,8,Friday,18,Part One,NORFOLK ST,42.27759869,-71.09136804,"(42.27759869, -71.09136804)"
I182069859,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C6,186,,2018-08-31 04:28:00,2018,8,Friday,4,Part One,BOSTON ST,42.32692112,-71.05841861,"(42.32692112, -71.05841861)"
I182069829,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,619,,2018-08-30 17:16:00,2018,8,Thursday,17,Part One,SYMPHONY RD,42.34295335,-71.08833139,"(42.34295335, -71.08833139)"
I182069712,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,800,,2018-08-29 22:30:00,2018,8,Wednesday,22,Part One,GARDNER ST,42.35367844,-71.12861785,"(42.35367844, -71.12861785)"
I182069669,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C11,361,,2018-08-29 09:00:00,2018,8,Wednesday,9,Part One,MATHER ST,42.29398503,-71.06597383,"(42.29398503, -71.06597383)"
I182069269,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A1,69,,2018-08-28 21:00:00,2018,8,Tuesday,21,Part One,LIME ST,42.35722239,-71.07120320,"(42.35722239, -71.07120320)"
I182069247,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,435,,2018-08-29 08:21:00,2018,8,Wednesday,8,Part One,WENTWORTH ST,42.28712912,-71.07514543,"(42.28712912, -71.07514543)"
I182069095,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,413,,2018-08-28 17:52:00,2018,8,Tuesday,17,Part One,PINE RIDGE RD,42.27763432,-71.07664984,"(42.27763432, -71.07664984)"
I182068948,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A1,79,,2018-08-28 09:41:00,2018,8,Tuesday,9,Part One,THACHER ST,42.36531759,-71.05707791,"(42.36531759, -71.05707791)"
I182068919,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,A1,117,,2018-08-28 03:30:00,2018,8,Tuesday,3,Part One,BOYLSTON ST,42.35232371,-71.06400187,"(42.35232371, -71.06400187)"
I182068911,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,397,,2018-08-28 07:56:00,2018,8,Tuesday,7,Part One,WELLES AVE,42.28944478,-71.06559395,"(42.28944478, -71.06559395)"
I182068869,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A1,96,,2018-08-27 18:33:00,2018,8,Monday,18,Part One,CENTRAL WHARF,42.35895455,-71.05035005,"(42.35895455, -71.05035005)"
I182068851,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,504,,2018-08-27 09:00:00,2018,8,Monday,9,Part One,WYVERN ST,42.28728428,-71.11592131,"(42.28728428, -71.11592131)"
I182068751,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,769,,2018-08-25 06:00:00,2018,8,Saturday,6,Part One,GOODENOUGH ST,42.35415818,-71.15386618,"(42.35415818, -71.15386618)"
I182068750,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,E13,579,,2018-08-27 16:52:00,2018,8,Monday,16,Part One,ARMSTRONG ST,42.32130479,-71.10331527,"(42.32130479, -71.10331527)"
I182068737,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,307,,2018-06-10 00:00:00,2018,6,Sunday,0,Part One,WESTMINSTER AVE,42.31609763,-71.09524853,"(42.31609763, -71.09524853)"
I182068703,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,D4,620,,2018-08-26 06:30:00,2018,8,Sunday,6,Part One,BURBANK ST,42.34430114,-71.08761830,"(42.34430114, -71.08761830)"
I182068688,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,565,,2018-08-20 00:00:00,2018,8,Monday,0,Part One,OSPREY WAY,42.29203320,-71.09399300,"(42.29203320, -71.09399300)"
I182068654,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,621,,2018-08-27 09:58:00,2018,8,Monday,9,Part One,COMMONWEALTH AVE,42.34924680,-71.08956259,"(42.34924680, -71.08956259)"
I182068647,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,763,,2018-08-26 09:30:00,2018,8,Sunday,9,Part One,BENNETT ST,42.35188271,-71.15647760,"(42.35188271, -71.15647760)"
I182068593,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,A1,123,,2018-08-27 06:14:00,2018,8,Monday,6,Part One,KNEELAND ST,42.35070525,-71.06185179,"(42.35070525, -71.06185179)"
I182068467,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C6,234,,2018-08-19 00:00:00,2018,8,Sunday,0,Part One,TICKNOR ST,42.33008163,-71.03598276,"(42.33008163, -71.03598276)"
I182068398,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,911,,2018-08-19 23:00:00,2018,8,Sunday,23,Part One,ANNUNCIATION RD,42.33506218,-71.09316781,"(42.33506218, -71.09316781)"
I182068361,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,319,,2018-08-25 23:00:00,2018,8,Saturday,23,Part One,SONOMA ST,42.30845311,-71.08718664,"(42.30845311, -71.08718664)"
I182068333,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A1,78,,2018-08-26 05:59:00,2018,8,Sunday,5,Part One,HANOVER ST,42.36179428,-71.05711270,"(42.36179428, -71.05711270)"
I182068308,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A1,116,,2018-08-26 02:00:00,2018,8,Sunday,2,Part One,OXFORD ST,42.35193461,-71.06048592,"(42.35193461, -71.06048592)"
I182068297,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,A1,111,,2018-08-25 23:25:00,2018,8,Saturday,23,Part One,TEMPLE PL,42.35521429,-71.06206351,"(42.35521429, -71.06206351)"
I182068294,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,625,,2018-08-25 23:15:00,2018,8,Saturday,23,Part One,QUEENSBERRY ST,42.34314406,-71.09589305,"(42.34314406, -71.09589305)"
I182068263,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E5,561,,2018-08-25 21:33:00,2018,8,Saturday,21,Part One,PALFREY ST,42.28496725,-71.12009416,"(42.28496725, -71.12009416)"
I182067963,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,629,,2018-08-01 10:00:00,2018,8,Wednesday,10,Part One,PARK DR,42.34598862,-71.10477650,"(42.34598862, -71.10477650)"
I182067887,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,280,,2018-08-22 08:30:00,2018,8,Wednesday,8,Part One,DUDLEY ST,42.32872589,-71.08382217,"(42.32872589, -71.08382217)"
I182067834,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,350,,2018-08-24 03:30:00,2018,8,Friday,3,Part One,ORCHARDFIELD ST,42.30446755,-71.05746270,"(42.30446755, -71.05746270)"
I182067765,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C11,369,,2018-08-24 08:13:00,2018,8,Friday,8,Part One,HOUGHTON ST,42.29548607,-71.05227549,"(42.29548607, -71.05227549)"
I182067743,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,246,,2018-08-24 06:39:00,2018,8,Friday,6,Part One,DORCHESTER AVE,42.31661027,-71.05669382,"(42.31661027, -71.05669382)"
I182067731,00560,Other Burglary,BURGLARY - OTHER - FORCE,A1,96,,2018-08-24 03:05:00,2018,8,Friday,3,Part One,CENTRAL WHARF,42.35895455,-71.05035005,"(42.35895455, -71.05035005)"
I182067729,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A1,77,,2018-08-24 02:43:00,2018,8,Friday,2,Part One,HAWKINS ST,42.36184193,-71.06074078,"(42.36184193, -71.06074078)"
I182067712,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C11,336,,2018-08-24 00:41:00,2018,8,Friday,0,Part One,BOWDOIN ST,42.30536545,-71.06812632,"(42.30536545, -71.06812632)"
I182067622,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E18,543,,2018-08-22 17:20:00,2018,8,Wednesday,17,Part One,VALENCIA RD,42.25679872,-71.12820604,"(42.25679872, -71.12820604)"
I182067610,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,800,,2018-07-29 03:00:00,2018,7,Sunday,3,Part One,PRATT ST,42.35501072,-71.12887911,"(42.35501072, -71.12887911)"
I182067606,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,625,,2018-08-23 08:45:00,2018,8,Thursday,8,Part One,QUEENSBERRY ST,42.34314406,-71.09589305,"(42.34314406, -71.09589305)"
I182067490,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,793,,2018-08-20 21:00:00,2018,8,Monday,21,Part One,COMMONWEALTH AVE,42.34888872,-71.13354530,"(42.34888872, -71.13354530)"
I182067416,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A1,68,,2018-08-23 06:44:00,2018,8,Thursday,6,Part One,HANCOCK ST,42.36025385,-71.06447113,"(42.36025385, -71.06447113)"
I182067412,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,467,,2018-08-23 06:37:00,2018,8,Thursday,6,Part One,WELLINGTON HILL ST,42.28464725,-71.09473285,"(42.28464725, -71.09473285)"
I182067371,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,D4,145,,2018-08-23 00:27:00,2018,8,Thursday,0,Part One,W NEWTON ST,42.34451294,-71.08049717,"(42.34451294, -71.08049717)"
I182067186,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,348,,2018-08-22 12:41:00,2018,8,Wednesday,12,Part One,ORCHARDFIELD ST,42.30390419,-71.05884547,"(42.30390419, -71.05884547)"
I182067157,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,C6,222,,2018-08-21 16:00:00,2018,8,Tuesday,16,Part One,E THIRD ST,42.33648288,-71.03663037,"(42.33648288, -71.03663037)"
I182067078,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,527,,2018-08-22 01:25:00,2018,8,Wednesday,1,Part One,HYDE PARK AVE,42.23504691,-71.13289238,"(42.23504691, -71.13289238)"
I182067052,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A7,32,,2018-08-21 14:00:00,2018,8,Tuesday,14,Part One,COTTAGE ST,42.36891445,-71.03399585,"(42.36891445, -71.03399585)"
I182066905,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,C6,214,,2018-08-17 16:00:00,2018,8,Friday,16,Part One,SILVER ST,42.33694485,-71.04895757,"(42.33694485, -71.04895757)"
I182066901,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,565,,2018-08-21 13:24:00,2018,8,Tuesday,13,Part One,SENATOR BOLLING CIR,42.28913147,-71.09293028,"(42.28913147, -71.09293028)"
I182066866,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C6,915,,2018-08-20 13:30:00,2018,8,Monday,13,Part One,COLUMBIA RD,42.33036890,-71.04865770,"(42.33036890, -71.04865770)"
I182066736,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,357,,2018-08-20 21:07:00,2018,8,Monday,21,Part One,GENEVA AVE,42.30080999,-71.06705066,"(42.30080999, -71.06705066)"
I182066664,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A1,128,,2018-08-20 15:35:00,2018,8,Monday,15,Part One,CORTES ST,42.34827698,-71.07038932,"(42.34827698, -71.07038932)"
I182066647,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,948,,2018-08-20 10:25:00,2018,8,Monday,10,Part One,AMORY ST,42.31915678,-71.10067583,"(42.31915678, -71.10067583)"
I182066632,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,541,,2018-08-20 10:00:00,2018,8,Monday,10,Part One,RIVER ST,42.25330340,-71.12971806,"(42.25330340, -71.12971806)"
I182066617,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,365,,2018-08-19 13:00:00,2018,8,Sunday,13,Part One,GLENROSE RD,42.29168072,-71.05847274,"(42.29168072, -71.05847274)"
I182066606,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,365,,2018-08-19 13:00:00,2018,8,Sunday,13,Part One,GLENROSE RD,42.29168072,-71.05847274,"(42.29168072, -71.05847274)"
I182066525,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B3,431,,2018-08-20 11:35:00,2018,8,Monday,11,Part One,ASHTON ST,42.28822834,-71.08896870,"(42.28822834, -71.08896870)"
I182066395,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,626,,2018-08-19 19:45:00,2018,8,Sunday,19,Part One,QUEENSBERRY ST,42.34200380,-71.10011169,"(42.34200380, -71.10011169)"
I182066326,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,626,,2018-08-19 14:41:00,2018,8,Sunday,14,Part One,QUEENSBERRY ST,42.34255587,-71.09807867,"(42.34255587, -71.09807867)"
I182066182,00541,Commercial Burglary,BURGLARY - COMMERICAL - ATTEMPT,D4,145,,2018-08-19 03:11:00,2018,8,Sunday,3,Part One,W NEWTON ST,42.34451294,-71.08049717,"(42.34451294, -71.08049717)"
I182066165,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,A1, ,,2018-08-19 00:58:00,2018,8,Sunday,0,Part One,HANOVER,,,"(0.00000000, 0.00000000)"
I182066111,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,626,,2018-08-18 20:27:00,2018,8,Saturday,20,Part One,PARK DR,42.34211308,-71.10143339,"(42.34211308, -71.10143339)"
I182066056,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,324,,2018-08-17 20:00:00,2018,8,Friday,20,Part One,DANUBE ST,42.31743922,-71.07547845,"(42.31743922, -71.07547845)"
I182065916,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,C6,231,,2018-08-18 03:40:00,2018,8,Saturday,3,Part One,E SIXTH ST,42.33318923,-71.03155905,"(42.33318923, -71.03155905)"
I182065909,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A1,84,,2018-08-18 01:42:00,2018,8,Saturday,1,Part One,HANOVER ST,42.36492400,-71.05331772,"(42.36492400, -71.05331772)"
I182065724,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,146,,2018-08-17 13:40:00,2018,8,Friday,13,Part One,SAINT BOTOLPH ST,42.34561901,-71.07990847,"(42.34561901, -71.07990847)"
I182065538,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,236,,2018-08-16 08:30:00,2018,8,Thursday,8,Part One,POND ST,42.31961996,-71.05951046,"(42.31961996, -71.05951046)"
I182065388,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B3,943,,2018-08-16 13:36:00,2018,8,Thursday,13,Part One,WOODBOLE AVE,42.27626552,-71.08265043,"(42.27626552, -71.08265043)"
I182065364,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,24,,2018-08-16 11:25:00,2018,8,Thursday,11,Part One,TRENTON ST,42.37887838,-71.03643423,"(42.37887838, -71.03643423)"
I182065338,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,619,,2018-08-15 23:00:00,2018,8,Wednesday,23,Part One,WESTLAND AVE,42.34376458,-71.08866865,"(42.34376458, -71.08866865)"
I182065298,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,D14,792,,2018-08-15 11:00:00,2018,8,Wednesday,11,Part One,SUMMIT AVE,42.34548055,-71.14046685,"(42.34548055, -71.14046685)"
I182065290,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,257,,2018-08-15 11:00:00,2018,8,Wednesday,11,Part One,EVERETT AVE,42.31526714,-71.06306870,"(42.31526714, -71.06306870)"
I182064935,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,135,,2018-08-14 22:35:29,2018,8,Tuesday,22,Part One,BEACON ST,42.35335717,-71.08017703,"(42.35335717, -71.08017703)"
I182064874,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,A1,61,,2018-08-13 20:00:00,2018,8,Monday,20,Part One,BEVERLY ST,42.36658726,-71.06019881,"(42.36658726, -71.06019881)"
I182064655,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,D4,131,,2018-08-14 02:48:00,2018,8,Tuesday,2,Part One,ARLINGTON ST,42.35484468,-71.07215738,"(42.35484468, -71.07215738)"
I182064630,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,325,,2018-08-10 20:00:00,2018,8,Friday,20,Part One,BLUE HILL AVE,42.31656425,-71.07811557,"(42.31656425, -71.07811557)"
I182064473,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A1,94,,2018-08-12 08:00:00,2018,8,Sunday,8,Part One,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)"
I182064466,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C11,460,,2018-08-10 14:00:00,2018,8,Friday,14,Part One,MORSE ST,42.30422029,-71.07840374,"(42.30422029, -71.07840374)"
I182064242,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,A1,101,,2018-08-12 16:19:00,2018,8,Sunday,16,Part One,BROAD ST,42.35714883,-71.05191229,"(42.35714883, -71.05191229)"
I182064155,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,262,,2018-08-12 10:09:00,2018,8,Sunday,10,Part One,W COTTAGE ST,42.32043434,-71.07722041,"(42.32043434, -71.07722041)"
I182064018,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,24,,2018-08-11 16:46:00,2018,8,Saturday,16,Part One,MARION ST,42.37878502,-71.03771768,"(42.37878502, -71.03771768)"
I182063886,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,145,,2018-08-07 23:00:00,2018,8,Tuesday,23,Part One,MASSACHUSETTS AVE,42.34243945,-71.08445530,"(42.34243945, -71.08445530)"
I182063874,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,D4,147,,2018-08-11 08:59:00,2018,8,Saturday,8,Part One,COLUMBUS AVE,42.34087158,-71.08145768,"(42.34087158, -71.08145768)"
I182063857,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D4,147,,2018-08-11 08:59:00,2018,8,Saturday,8,Part One,COLUMBUS AVE,42.34087158,-71.08145768,"(42.34087158, -71.08145768)"
I182063850,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,147,,2018-08-11 08:57:00,2018,8,Saturday,8,Part One,COLUMBUS AVE,42.34087158,-71.08145768,"(42.34087158, -71.08145768)"
I182063841,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E18,507,,2018-08-11 07:50:00,2018,8,Saturday,7,Part One,HYDE PARK AVE,42.28934250,-71.11819700,"(42.28934250, -71.11819700)"
I182063747,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,C11,340,,2018-08-10 20:27:00,2018,8,Friday,20,Part One,HAMILTON ST,42.30500848,-71.06606441,"(42.30500848, -71.06606441)"
I182063621,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,A1,66,,2018-08-10 14:30:00,2018,8,Friday,14,Part One,W CEDAR ST,42.36063386,-71.07005247,"(42.36063386, -71.07005247)"
I182063345,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,E13,579,,2018-08-09 07:00:00,2018,8,Thursday,7,Part One,CHESTNUT AVE,42.32093932,-71.10293620,"(42.32093932, -71.10293620)"
I182063310,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,774,,2017-03-23 12:00:00,2017,3,Thursday,12,Part One,COMMONWEALTH AVE,42.33836272,-71.15441001,"(42.33836272, -71.15441001)"
I182063265,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,19,,2018-08-09 01:00:00,2018,8,Thursday,1,Part One,SARATOGA ST,42.37864819,-71.03089238,"(42.37864819, -71.03089238)"
I182063246,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,315,,2018-08-09 12:50:00,2018,8,Thursday,12,Part One,WAUMBECK ST,42.31401290,-71.08635277,"(42.31401290, -71.08635277)"
I182063231,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,145,,2018-08-09 11:13:00,2018,8,Thursday,11,Part One,SAINT BOTOLPH ST,42.34401294,-71.08186196,"(42.34401294, -71.08186196)"
I182063225,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,365,,2018-08-07 16:00:00,2018,8,Tuesday,16,Part One,GLENROSE RD,42.29168072,-71.05847274,"(42.29168072, -71.05847274)"
I182063164,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C6,232,,2018-07-12 18:00:00,2018,7,Thursday,18,Part One,COLUMBIA RD,42.33213373,-71.02836821,"(42.33213373, -71.02836821)"
I182063117,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,398,,2018-08-09 00:18:00,2018,8,Thursday,0,Part One,LITHGOW ST,42.28963980,-71.07046114,"(42.28963980, -71.07046114)"
I182063109,00560,Other Burglary,BURGLARY - OTHER - FORCE,B3,565,,2018-08-08 23:42:00,2018,8,Wednesday,23,Part One,KINGBIRD RD,42.29283347,-71.09429600,"(42.29283347, -71.09429600)"
I182062998,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E5,550,,2018-08-08 03:00:00,2018,8,Wednesday,3,Part One,BLUE LEDGE DR,42.27253606,-71.13622919,"(42.27253606, -71.13622919)"
I182062972,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,E5, ,,2018-08-08 14:33:00,2018,8,Wednesday,14,Part One,,,,"(0.00000000, 0.00000000)"
I182062889,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,E5,550,,2018-08-08 03:45:00,2018,8,Wednesday,3,Part One,BLUE LEDGE DR,42.27253606,-71.13622919,"(42.27253606, -71.13622919)"
I182062878,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,A7,26,,2018-08-08 09:38:00,2018,8,Wednesday,9,Part One,BORDER ST,42.37620267,-71.03979926,"(42.37620267, -71.03979926)"
I182062851,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,E5,550,,2018-08-08 08:50:55,2018,8,Wednesday,8,Part One,BLUE LEDGE DR,42.27253606,-71.13622919,"(42.27253606, -71.13622919)"
I182062782,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,304,,2018-08-07 18:10:00,2018,8,Tuesday,18,Part One,WASHINGTON ST,42.31795048,-71.09617099,"(42.31795048, -71.09617099)"
I182062781,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D4,624,,2018-08-07 09:45:00,2018,8,Tuesday,9,Part One,BOYLSTON ST,42.34601613,-71.09381210,"(42.34601613, -71.09381210)"
I182062652,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,D4,163,,2018-08-06 07:24:00,2018,8,Monday,7,Part One,WALTHAM ST,42.34195980,-71.06913092,"(42.34195980, -71.06913092)"
I182062651,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,D14,799,,2018-08-02 18:00:00,2018,8,Thursday,18,Part One,ASHFORD CT,42.35437654,-71.12611162,"(42.35437654, -71.12611162)"
I182062521,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,C11,398,,2018-08-07 05:04:00,2018,8,Tuesday,5,Part One,LITHGOW ST,42.28963980,-71.07046114,"(42.28963980, -71.07046114)"
I182062498,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,D4,905,,2018-08-06 23:31:00,2018,8,Monday,23,Part One,MONSIGNOR REYNOLDS WAY,42.34055884,-71.07022771,"(42.34055884, -71.07022771)"
I182062405,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,246,,2018-08-06 17:06:00,2018,8,Monday,17,Part One,SUDAN ST,42.31668280,-71.05541001,"(42.31668280, -71.05541001)"
I182062404,00542,Commercial Burglary,BURGLARY - COMMERICAL - NO FORCE,A1,73,,2018-08-05 20:20:00,2018,8,Sunday,20,Part One,CENTER PLZ,42.35988372,-71.06016189,"(42.35988372, -71.06016189)"
