INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I162007705,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A7,23,,2016-01-29 09:39:00,2016,1,Friday,9,Part One,LEXINGTON ST,42.37725700,-71.03873841,"(42.37725700, -71.03873841)"
I162007668,00562,Other Burglary,BURGLARY - OTHER - NO FORCE,C11,402,,2016-01-29 05:40:00,2016,1,Friday,5,Part One,WASHINGTON ST,42.34997256,-71.06348817,"(42.34997256, -71.06348817)"
I162007622,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,758,,2016-01-28 11:30:00,2016,1,Thursday,11,Part One,BRACKETT ST,42.35110337,-71.16524536,"(42.35110337, -71.16524536)"
I162007616,00540,Commercial Burglary,BURGLARY - COMMERICAL - FORCE,A1,76,,2016-01-28 22:26:00,2016,1,Thursday,22,Part One,CANAL ST,42.36394509,-71.05942841,"(42.36394509, -71.05942841)"
I162007600,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,C11,249,,2015-12-18 17:30:00,2015,12,Friday,17,Part One,SAXTON ST,42.31359091,-71.05432387,"(42.31359091, -71.05432387)"
I162007559,00520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,293,,2016-01-28 19:11:00,2016,1,Thursday,19,Part One,THORNTON ST,42.32639500,-71.08908995,"(42.32639500, -71.08908995)"
I162007556,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A1,111,,2016-01-28 08:30:00,2016,1,Thursday,8,Part One,MASON ST,42.35483584,-71.06267377,"(42.35483584, -71.06267377)"
I162007523,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,293,,2016-01-28 16:48:00,2016,1,Thursday,16,Part One,THORNTON ST,42.32639500,-71.08908995,"(42.32639500, -71.08908995)"
I162007485,00521,Residential Burglary,BURGLARY - RESIDENTIAL - ATTEMPT,B2,296,,2016-01-28 01:45:00,2016,1,Thursday,1,Part One,ROCKVILLE PARK,42.32496878,-71.08238344,"(42.32496878, -71.08238344)"
I162007481,00522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,D14,809,,2016-01-28 15:02:00,2016,1,Thursday,15,Part One,ALDIE ST,42.35875695,-71.13411555,"(42.35875695, -71.13411555)"
