INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I162088876,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,152,,2016-10-26 19:00:00,2016,10,Wednesday,19,Part One,MONTGOMERY ST,42.34374552,-71.07337676,"(42.34374552, -71.07337676)"
I162088833,00724,Auto Theft,AUTO THEFT,B3,429,,2016-10-30 04:00:00,2016,10,Sunday,4,Part One,WILDWOOD ST,42.28378654,-71.08715810,"(42.28378654, -71.08715810)"
I162088787,00724,Auto Theft,AUTO THEFT,E5,709,,2016-10-29 18:00:00,2016,10,Saturday,18,Part One,LAGRANGE ST,42.27859146,-71.15498511,"(42.27859146, -71.15498511)"
I162088717,00724,Auto Theft,AUTO THEFT,C11,378,,2016-10-30 01:33:00,2016,10,Sunday,1,Part One,BLACKWELL ST,42.28801104,-71.04751987,"(42.28801104, -71.04751987)"
I162088661,00724,Auto Theft,AUTO THEFT,B3,466,,2016-10-29 19:00:00,2016,10,Saturday,19,Part One,MORTON ST,42.28674500,-71.09363100,"(42.28674500, -71.09363100)"
I162088626,00724,Auto Theft,AUTO THEFT,E5,748,,2016-10-29 16:56:00,2016,10,Saturday,16,Part One,WESTGATE RD,42.30087728,-71.16637770,"(42.30087728, -71.16637770)"
I162088591,00724,Auto Theft,AUTO THEFT,C11,380,,2016-10-27 12:00:00,2016,10,Thursday,12,Part One,WENLOCK RD,42.28444839,-71.04837541,"(42.28444839, -71.04837541)"
I162088447,00724,Auto Theft,AUTO THEFT,B3,468,,2016-10-29 00:56:00,2016,10,Saturday,0,Part One,HAZLETON ST,42.28152567,-71.09700335,"(42.28152567, -71.09700335)"
I162088425,00724,Auto Theft,AUTO THEFT,B2, ,,2016-10-28 19:30:00,2016,10,Friday,19,Part One,,,,"(0.00000000, 0.00000000)"
I162088423,00724,Auto Theft,AUTO THEFT,E18,512,,2016-10-28 09:00:00,2016,10,Friday,9,Part One,SEAVER ST,42.31027201,-71.09249374,"(42.31027201, -71.09249374)"
I162088398,00724,Auto Theft,AUTO THEFT,C11,334,,2016-10-21 16:00:00,2016,10,Friday,16,Part One,COLEMAN ST,42.30873505,-71.06545254,"(42.30873505, -71.06545254)"
I162088395,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,309,,2016-10-28 18:48:00,2016,10,Friday,18,Other,WARREN ST,42.31993295,-71.08157395,"(42.31993295, -71.08157395)"
I162088290,00724,Auto Theft,AUTO THEFT,B3,406,,2016-10-27 21:00:00,2016,10,Thursday,21,Part One,RIVER ST,42.27152081,-71.07675823,"(42.27152081, -71.07675823)"
I162088286,00724,Auto Theft,AUTO THEFT,D4,136,,2016-10-20 19:00:00,2016,10,Thursday,19,Part One,MARLBOROUGH ST,42.35196813,-71.08200943,"(42.35196813, -71.08200943)"
I162088275,00724,Auto Theft,AUTO THEFT,A7,31,,2016-10-28 12:49:00,2016,10,Friday,12,Part One,BREMEN ST,42.37536635,-71.03135264,"(42.37536635, -71.03135264)"
I162088139,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,A1,67,,2016-10-22 18:00:00,2016,10,Saturday,18,Part One,ANDERSON ST,42.36080151,-71.06782813,"(42.36080151, -71.06782813)"
I162088120,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E5,722,,2016-10-27 15:54:00,2016,10,Thursday,15,Other,BAKER ST,42.27579337,-71.16715200,"(42.27579337, -71.16715200)"
I162087973,00724,Auto Theft,AUTO THEFT,C11,346,,2016-10-26 19:00:00,2016,10,Wednesday,19,Part One,JULIETTE ST,42.30516335,-71.06230732,"(42.30516335, -71.06230732)"
I162087900,00724,Auto Theft,AUTO THEFT,D4,270,,2016-10-27 01:20:00,2016,10,Thursday,1,Part One,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.33395125, -71.07538939)"
I162087888,00724,Auto Theft,AUTO THEFT,D4,628,,2016-10-26 09:00:00,2016,10,Wednesday,9,Part One,OVERLAND ST,42.34641598,-71.10035945,"(42.34641598, -71.10035945)"
I162087772,00724,Auto Theft,AUTO THEFT,A1,173,,2017-06-01 00:00:00,2017,6,Thursday,0,Part One,KNEELAND ST,42.34965980,-71.05765455,"(42.34965980, -71.05765455)"
I162087713,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,181,,2016-10-25 17:15:00,2016,10,Tuesday,17,Part One,WOODWARD AVE,42.32502870,-71.07341448,"(42.32502870, -71.07341448)"
I162087698,00724,Auto Theft,AUTO THEFT,E13,508,,2016-10-26 11:51:00,2016,10,Wednesday,11,Part One,HYDE PARK AVE,42.29445757,-71.11709791,"(42.29445757, -71.11709791)"
I162087698,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E13,508,,2016-10-26 11:51:00,2016,10,Wednesday,11,Other,HYDE PARK AVE,42.29445757,-71.11709791,"(42.29445757, -71.11709791)"
I162087622,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,E18,495,,2016-10-26 02:41:00,2016,10,Wednesday,2,Part One,WESTMINSTER ST,42.26400264,-71.11927878,"(42.26400264, -71.11927878)"
I162087402,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,426,,2016-10-25 10:12:00,2016,10,Tuesday,10,Other,BLUE HILL AVE,42.26985916,-71.09346353,"(42.26985916, -71.09346353)"
I162087205,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),,36,,2016-10-24 16:24:00,2016,10,Monday,16,Other,TRANSPORTATION WAY,42.36793747,-71.02887772,"(42.36793747, -71.02887772)"
I162087046,00724,Auto Theft,AUTO THEFT,B2,601,,2016-10-24 06:30:00,2016,10,Monday,6,Part One,TREMONT ST,42.33209622,-71.09860557,"(42.33209622, -71.09860557)"
I162087019,00724,Auto Theft,AUTO THEFT,B2,267,,2016-10-24 00:24:00,2016,10,Monday,0,Part One,MOUNT PLEASANT AVE,42.32491307,-71.07677170,"(42.32491307, -71.07677170)"
I162086968,00724,Auto Theft,AUTO THEFT,A1,116,,2016-10-23 20:47:00,2016,10,Sunday,20,Part One,HARRISON AVE,42.35115526,-71.06130589,"(42.35115526, -71.06130589)"
I162086658,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,413,,2016-10-22 18:07:00,2016,10,Saturday,18,Other,PINE RIDGE RD,42.27763432,-71.07664984,"(42.27763432, -71.07664984)"
I162086628,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E18,527,,2016-10-22 15:04:00,2016,10,Saturday,15,Other,PRESCOTT ST,42.23651388,-71.13317161,"(42.23651388, -71.13317161)"
I162086535,00724,Auto Theft,AUTO THEFT,C11,257,,2016-10-19 22:00:00,2016,10,Wednesday,22,Part One,SAWYER AVE,42.31301336,-71.06316929,"(42.31301336, -71.06316929)"
I162086513,00724,Auto Theft,AUTO THEFT,B2, ,,2016-10-21 15:00:00,2016,10,Friday,15,Part One,,,,"(0.00000000, 0.00000000)"
I162086507,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,B3,434,,2016-10-22 12:00:00,2016,10,Saturday,12,Part One,NORFOLK ST,42.28406220,-71.08170839,"(42.28406220, -71.08170839)"
I162086507,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,434,,2016-10-22 12:00:00,2016,10,Saturday,12,Other,NORFOLK ST,42.28406220,-71.08170839,"(42.28406220, -71.08170839)"
I162086471,00724,Auto Theft,AUTO THEFT,E13, ,,2016-10-22 01:44:00,2016,10,Saturday,1,Part One,,,,"(0.00000000, 0.00000000)"
I162086457,00724,Auto Theft,AUTO THEFT,A15,900,,2016-10-22 00:49:00,2016,10,Saturday,0,Part One,TUFTS ST,42.37877257,-71.05677893,"(42.37877257, -71.05677893)"
I162086414,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,262,,2016-10-20 21:00:00,2016,10,Thursday,21,Part One,BLUE HILL AVE,42.32203248,-71.07719524,"(42.32203248, -71.07719524)"
I162086360,00724,Auto Theft,AUTO THEFT,D4,142,,2016-10-21 17:00:00,2016,10,Friday,17,Part One,NEWBURY ST,42.34840576,-71.08688339,"(42.34840576, -71.08688339)"
I162086219,00724,Auto Theft,AUTO THEFT,A7,13,,2016-10-20 01:00:00,2016,10,Thursday,1,Part One,COLERIDGE ST,42.38111601,-71.01397126,"(42.38111601, -71.01397126)"
I162086181,00724,Auto Theft,AUTO THEFT,C11,345,,2016-10-21 08:00:00,2016,10,Friday,8,Part One,TOPLIFF ST,42.30190019,-71.06777275,"(42.30190019, -71.06777275)"
I162086041,00724,Auto Theft,AUTO THEFT,E5,676,,2016-10-19 23:00:00,2016,10,Wednesday,23,Part One,SOUTH ST,42.28772822,-71.14086938,"(42.28772822, -71.14086938)"
I162085940,00724,Auto Theft,AUTO THEFT,B2,264,,2016-10-19 23:00:00,2016,10,Wednesday,23,Part One,GAYLAND ST,42.31989006,-71.07626209,"(42.31989006, -71.07626209)"
I162085915,00724,Auto Theft,AUTO THEFT,C11,379,,2016-10-19 20:30:00,2016,10,Wednesday,20,Part One,MINOT ST,42.28388596,-71.05396319,"(42.28388596, -71.05396319)"
I162085906,00724,Auto Theft,AUTO THEFT,E13,571,,2016-10-20 09:37:00,2016,10,Thursday,9,Part One,FOREST HILLS ST,42.30997676,-71.10238547,"(42.30997676, -71.10238547)"
I162085905,00724,Auto Theft,AUTO THEFT,C11,359,,2016-10-20 09:00:00,2016,10,Thursday,9,Part One,TREMLETT ST,42.29472275,-71.07058534,"(42.29472275, -71.07058534)"
I162085882,00724,Auto Theft,AUTO THEFT,B3,442,,2016-10-20 04:33:00,2016,10,Thursday,4,Part One,BERNARD ST,42.29350931,-71.07991323,"(42.29350931, -71.07991323)"
I162085724,00724,Auto Theft,AUTO THEFT,B2,262,,2016-10-19 12:00:00,2016,10,Wednesday,12,Part One,DUDLEY ST,42.32160640,-71.07224419,"(42.32160640, -71.07224419)"
I162085716,00724,Auto Theft,AUTO THEFT,C11,340,,2016-10-19 17:21:00,2016,10,Wednesday,17,Part One,DRAPER ST,42.30540715,-71.06547135,"(42.30540715, -71.06547135)"
I162085705,00724,Auto Theft,AUTO THEFT,D4,152,,2016-10-19 08:00:00,2016,10,Wednesday,8,Part One,TREMONT ST,42.34316129,-71.07313460,"(42.34316129, -71.07313460)"
I162085594,00724,Auto Theft,AUTO THEFT,D4,271,,2016-10-19 10:53:00,2016,10,Wednesday,10,Part One,WASHINGTON ST,42.33543510,-71.07840204,"(42.33543510, -71.07840204)"
I162085585,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,437,,2016-10-19 09:15:00,2016,10,Wednesday,9,Other,FERNDALE ST,42.28886535,-71.07738439,"(42.28886535, -71.07738439)"
I162085577,00724,Auto Theft,AUTO THEFT,B3,406,,2016-10-19 09:50:00,2016,10,Wednesday,9,Part One,MEADOWBANK AVE,42.27055521,-71.08137652,"(42.27055521, -71.08137652)"
I162085531,00724,Auto Theft,AUTO THEFT,D14, ,,2016-10-18 21:00:00,2016,10,Tuesday,21,Part One,COMMONWEALTH AVE,42.35088560,-71.11477924,"(42.35088560, -71.11477924)"
I162085378,00724,Auto Theft,AUTO THEFT,A1,100,,2016-10-14 21:15:00,2016,10,Friday,21,Part One,BROAD ST,42.35796712,-71.05399115,"(42.35796712, -71.05399115)"
I162085322,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,A1, ,,2016-10-18 00:10:00,2016,10,Tuesday,0,Part One,,42.35099134,-71.06297174,"(42.35099134, -71.06297174)"
I162085302,00724,Auto Theft,AUTO THEFT,E5,563,,2016-10-17 20:00:00,2016,10,Monday,20,Part One,BRADEEN ST,42.29023297,-71.12015968,"(42.29023297, -71.12015968)"
I162085263,00724,Auto Theft,AUTO THEFT,E5,685,,2016-10-17 23:30:00,2016,10,Monday,23,Part One,WASHINGTON ST,42.27709124,-71.13841210,"(42.27709124, -71.13841210)"
I162085262,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,616,,2016-10-18 08:25:00,2016,10,Tuesday,8,Part One,VANCOUVER ST,42.33768316,-71.09666826,"(42.33768316, -71.09666826)"
I162085179,00724,Auto Theft,AUTO THEFT,E13,304,,2016-10-17 21:24:00,2016,10,Monday,21,Part One,WASHINGTON ST,42.31615184,-71.09795135,"(42.31615184, -71.09795135)"
I162085134,00724,Auto Theft,AUTO THEFT,A1,100,,2016-10-15 23:00:00,2016,10,Saturday,23,Part One,KILBY ST,42.35862221,-71.05574534,"(42.35862221, -71.05574534)"
I162085127,00724,Auto Theft,AUTO THEFT,B2,311,,2016-10-17 18:59:00,2016,10,Monday,18,Part One,CLIFFORD ST,42.31985444,-71.07972518,"(42.31985444, -71.07972518)"
I162085113,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,628,,2016-10-17 18:24:00,2016,10,Monday,18,Part One,PARK DR,42.34416701,-71.10359107,"(42.34416701, -71.10359107)"
I162085061,00724,Auto Theft,AUTO THEFT,B3,463,,2016-10-16 21:00:00,2016,10,Sunday,21,Part One,BLUE HILL AVE,42.29330376,-71.08858990,"(42.29330376, -71.08858990)"
I162084998,00724,Auto Theft,AUTO THEFT,D4,167,,2016-07-11 14:00:00,2016,7,Monday,14,Part One,CENTRE ST,42.28709355,-71.14822128,"(42.28709355, -71.14822128)"
I162084992,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,A7,32,,2016-07-15 12:48:00,2016,7,Friday,12,Part One,TOMAHAWK DR,42.36888110,-71.02967006,"(42.36888110, -71.02967006)"
I162084962,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,450,,2016-10-17 08:15:00,2016,10,Monday,8,Part One,WASHINGTON ST,42.29360585,-71.07188650,"(42.29360585, -71.07188650)"
I162084938,00724,Auto Theft,AUTO THEFT,C6,186,,2016-10-17 08:38:00,2016,10,Monday,8,Part One,ALLSTATE RD,,,"(0.00000000, 0.00000000)"
I162084870,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,157,,2016-10-14 21:00:00,2016,10,Friday,21,Part One,RUTLAND ST,42.34020387,-71.07645111,"(42.34020387, -71.07645111)"
I162084755,00724,Auto Theft,AUTO THEFT,B3,413,,2016-10-16 12:17:00,2016,10,Sunday,12,Part One,PINE RIDGE RD,42.27763432,-71.07664984,"(42.27763432, -71.07664984)"
I162084672,00724,Auto Theft,AUTO THEFT,B2,320,,2016-10-16 00:56:00,2016,10,Sunday,0,Part One,CRAWFORD ST,42.31096953,-71.08461836,"(42.31096953, -71.08461836)"
I162084409,00724,Auto Theft,AUTO THEFT,E18,534,,2016-10-15 08:21:00,2016,10,Saturday,8,Part One,RIVER ST,42.24316302,-71.14175229,"(42.24316302, -71.14175229)"
I162084394,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),C11,338,,2016-10-15 03:50:00,2016,10,Saturday,3,Other,CHURCH ST,42.30852583,-71.06327232,"(42.30852583, -71.06327232)"
I162084358,00724,Auto Theft,AUTO THEFT,B3,430,,2016-10-15 01:08:19,2016,10,Saturday,1,Part One,BLUE HILL AVE,42.28611489,-71.09071443,"(42.28611489, -71.09071443)"
I162084354,00724,Auto Theft,AUTO THEFT,B2,183,,2016-10-14 22:00:00,2016,10,Friday,22,Part One,LEYLAND ST,42.32066147,-71.07067867,"(42.32066147, -71.07067867)"
I162084257,00724,Auto Theft,AUTO THEFT,D4,147,,2016-10-12 21:30:00,2016,10,Wednesday,21,Part One,CLAREMONT PARK,42.34164600,-71.08049900,"(42.34164600, -71.08049900)"
I162084190,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,E5,728,,2016-10-02 13:00:00,2016,10,Sunday,13,Part One,VFW PKWY,42.28059505,-71.17091524,"(42.28059505, -71.17091524)"
I162083907,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,357,,2016-10-08 14:00:00,2016,10,Saturday,14,Part One,DAKOTA ST,42.30016543,-71.06685370,"(42.30016543, -71.06685370)"
I162083904,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,260,,2016-10-13 12:49:00,2016,10,Thursday,12,Other,CHAMBLET ST,42.31578488,-71.07210679,"(42.31578488, -71.07210679)"
I162083892,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D4,169,,2016-10-13 08:03:00,2016,10,Thursday,8,Other,FRONTAGE RD,42.33796886,-71.06408210,"(42.33796886, -71.06408210)"
I162083834,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,433,,2016-10-13 09:24:00,2016,10,Thursday,9,Other,NELSON ST,42.28267661,-71.08283064,"(42.28267661, -71.08283064)"
I162083792,00724,Auto Theft,AUTO THEFT,D4,273,,2016-10-12 17:00:00,2016,10,Wednesday,17,Part One,WASHINGTON ST,42.33543510,-71.07840204,"(42.33543510, -71.07840204)"
I162083691,00724,Auto Theft,AUTO THEFT,E13,572,,2016-10-12 17:51:00,2016,10,Wednesday,17,Part One,WALNUT AVE,42.31230443,-71.09660909,"(42.31230443, -71.09660909)"
I162083688,00724,Auto Theft,AUTO THEFT,E18,495,,2016-10-05 13:00:00,2016,10,Wednesday,13,Part One,ARLINGTON ST,42.26203570,-71.11934704,"(42.26203570, -71.11934704)"
I162083688,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),E18,495,,2016-10-05 13:00:00,2016,10,Wednesday,13,Other,ARLINGTON ST,42.26203570,-71.11934704,"(42.26203570, -71.11934704)"
I162083671,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B3,456,,2016-10-11 17:00:00,2016,10,Tuesday,17,Part One,FOWLER ST,42.30085931,-71.08128808,"(42.30085931, -71.08128808)"
I162083566,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,E5,728,,2016-07-28 14:00:00,2016,7,Thursday,14,Part One,VFW PKWY,42.28059505,-71.17091524,"(42.28059505, -71.17091524)"
I162083566,00724,Auto Theft,AUTO THEFT,E5,728,,2016-07-28 14:00:00,2016,7,Thursday,14,Part One,VFW PKWY,42.28059505,-71.17091524,"(42.28059505, -71.17091524)"
I162083545,00724,Auto Theft,AUTO THEFT,B2,325,,2016-10-11 20:00:00,2016,10,Tuesday,20,Part One,QUINCY ST,,,"(0.00000000, 0.00000000)"
I162083461,00724,Auto Theft,AUTO THEFT,A1,94,,2016-10-11 22:26:00,2016,10,Tuesday,22,Part One,STATE ST,42.35925113,-71.05415945,"(42.35925113, -71.05415945)"
I162083457,00724,Auto Theft,AUTO THEFT,E13,572,,2016-10-11 22:03:00,2016,10,Tuesday,22,Part One,WASHINGTON ST,42.31538436,-71.09870021,"(42.31538436, -71.09870021)"
I162083391,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,259,,2016-10-11 18:08:00,2016,10,Tuesday,18,Part One,MAGNOLIA ST,42.31410580,-71.07193057,"(42.31410580, -71.07193057)"
I162083378,00724,Auto Theft,AUTO THEFT,B3,458,,2016-10-10 15:00:00,2016,10,Monday,15,Part One,MICHIGAN AVE,42.30250605,-71.08329400,"(42.30250605, -71.08329400)"
I162083357,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,260,,2016-10-11 16:36:00,2016,10,Tuesday,16,Part One,CHAMBLET ST,42.31578488,-71.07210679,"(42.31578488, -71.07210679)"
I162083297,00724,Auto Theft,AUTO THEFT,A7,824,,2016-10-11 12:45:00,2016,10,Tuesday,12,Part One,EUTAW ST,42.38020764,-71.03493578,"(42.38020764, -71.03493578)"
I162083196,00724,Auto Theft,AUTO THEFT,B2,184,,2016-10-10 17:00:00,2016,10,Monday,17,Part One,GROOM ST,42.32019753,-71.06641761,"(42.32019753, -71.06641761)"
I162083059,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,C11,381,,2016-10-08 17:00:00,2016,10,Saturday,17,Part One,MINOT ST,42.28579817,-71.04664692,"(42.28579817, -71.04664692)"
I162083010,00724,Auto Theft,AUTO THEFT,D14,806,,2016-10-10 01:50:00,2016,10,Monday,1,Part One,WESTERN AVE,42.36181486,-71.14400320,"(42.36181486, -71.14400320)"
I162082976,00724,Auto Theft,AUTO THEFT,E13,610,,2016-10-09 19:30:00,2016,10,Sunday,19,Part One,CASTLETON ST,42.32317257,-71.11275591,"(42.32317257, -71.11275591)"
I162082944,00724,Auto Theft,AUTO THEFT,B3,417,,2016-10-10 08:01:00,2016,10,Monday,8,Part One,MORA ST,42.28208198,-71.07364875,"(42.28208198, -71.07364875)"
I162082894,00724,Auto Theft,AUTO THEFT,B3,458,,2016-10-09 21:30:00,2016,10,Sunday,21,Part One,COLUMBIA RD,42.30339611,-71.08428460,"(42.30339611, -71.08428460)"
I162082803,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,C11,333,,2016-10-08 21:30:00,2016,10,Saturday,21,Part One,HAMILTON ST,42.30964232,-71.07164922,"(42.30964232, -71.07164922)"
I162082799,00724,Auto Theft,AUTO THEFT,E13,912,,2016-10-09 15:01:00,2016,10,Sunday,15,Part One,CENTRE ST,42.32283759,-71.10096723,"(42.32283759, -71.10096723)"
I162082787,00724,Auto Theft,AUTO THEFT,A1,66,,2016-10-07 15:40:00,2016,10,Friday,15,Part One,MYRTLE ST,42.35948628,-71.06973910,"(42.35948628, -71.06973910)"
I162082785,00724,Auto Theft,AUTO THEFT,B2,258,,2016-10-09 09:00:00,2016,10,Sunday,9,Part One,DUDLEY ST,42.31735472,-71.06582970,"(42.31735472, -71.06582970)"
I162082515,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,421,,2016-10-08 14:48:00,2016,10,Saturday,14,Other,W SELDEN ST,42.27693086,-71.08631706,"(42.27693086, -71.08631706)"
I162082421,00724,Auto Theft,AUTO THEFT,B2,324,,2016-10-07 20:30:00,2016,10,Friday,20,Part One,DANUBE ST,42.31743922,-71.07547845,"(42.31743922, -71.07547845)"
I162082362,00724,Auto Theft,AUTO THEFT,B2,258,,2016-10-07 21:00:00,2016,10,Friday,21,Part One,,,,"(0.00000000, 0.00000000)"
I162082310,00724,Auto Theft,AUTO THEFT,E5,743,,2016-10-07 22:00:00,2016,10,Friday,22,Part One,BAKER ST,42.28502141,-71.17014532,"(42.28502141, -71.17014532)"
I162082199,00724,Auto Theft,AUTO THEFT,C6, ,,2016-10-07 16:43:00,2016,10,Friday,16,Part One,E BROADWAY,42.33581000,-71.02384900,"(42.33581000, -71.02384900)"
I162082191,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,A1,77,,2016-08-26 11:01:00,2016,8,Friday,11,Part One,CONGRESS ST,42.36139413,-71.05768690,"(42.36139413, -71.05768690)"
I162082138,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,305,,2016-10-07 12:23:00,2016,10,Friday,12,Other,CODMAN PARK,42.31975528,-71.09333322,"(42.31975528, -71.09333322)"
I162082095,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,464,,2016-10-07 07:00:00,2016,10,Friday,7,Other,HARVARD ST,42.29076615,-71.09161537,"(42.29076615, -71.09161537)"
I162082033,00724,Auto Theft,AUTO THEFT,B2,293,,2016-10-07 03:00:00,2016,10,Friday,3,Part One,GUILD ST,42.32731273,-71.09010084,"(42.32731273, -71.09010084)"
I162081897,00724,Auto Theft,AUTO THEFT,A1,118,,2016-10-06 14:30:00,2016,10,Thursday,14,Part One,BOYLSTON ST,42.35249459,-71.06642488,"(42.35249459, -71.06642488)"
I162081833,00724,Auto Theft,AUTO THEFT,B3,532,,2016-10-06 09:00:00,2016,10,Thursday,9,Part One,RIVER ST,,,"(0.00000000, 0.00000000)"
I162081778,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,C11,379,,2016-10-05 22:00:00,2016,10,Wednesday,22,Part One,WOODFIELD ST,42.28380634,-71.05198465,"(42.28380634, -71.05198465)"
I162081725,00724,Auto Theft,AUTO THEFT,B2,316,,2016-10-05 19:00:00,2016,10,Wednesday,19,Part One,HAROLD ST,42.31259630,-71.09287584,"(42.31259630, -71.09287584)"
I162081572,00724,Auto Theft,AUTO THEFT,C11,362,,2016-10-05 15:10:00,2016,10,Wednesday,15,Part One,LYNDHURST ST,42.29290563,-71.06955795,"(42.29290563, -71.06955795)"
I162081568,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D14,794,,2016-09-27 12:00:00,2016,9,Tuesday,12,Part One,GLENVILLE AVE,42.34952912,-71.13472313,"(42.34952912, -71.13472313)"
I162081546,00706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,B2,329,,2016-10-05 07:44:00,2016,10,Wednesday,7,Part One,GENEVA AVE,42.30662845,-71.07906984,"(42.30662845, -71.07906984)"
I162081311,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,B2,329,,2016-10-04 16:00:00,2016,10,Tuesday,16,Part One,BRUNSWICK ST,42.31089986,-71.08007661,"(42.31089986, -71.08007661)"
I162081257,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),A1,117,,2016-10-04 13:36:00,2016,10,Tuesday,13,Other,BEACH ST,42.35152813,-71.06248241,"(42.35152813, -71.06248241)"
I162081202,00735,Auto Theft Recovery,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),D4,905,,2016-10-04 09:33:00,2016,10,Tuesday,9,Other,E BROOKLINE ST,42.33926764,-71.07208833,"(42.33926764, -71.07208833)"
I162081198,00724,Auto Theft,AUTO THEFT,E18,507,,2016-10-04 11:30:00,2016,10,Tuesday,11,Part One,HYDE PARK AVE,42.28595198,-71.11880274,"(42.28595198, -71.11880274)"
I162081150,00724,Auto Theft,AUTO THEFT,B3,457,,2016-10-04 08:53:00,2016,10,Tuesday,8,Part One,CHARLOTTE ST,42.29944216,-71.08489748,"(42.29944216, -71.08489748)"
I162081087,00724,Auto Theft,AUTO THEFT,B3,422,,2016-10-03 22:08:00,2016,10,Monday,22,Part One,RIVER ST,42.27133005,-71.08299865,"(42.27133005, -71.08299865)"
I162081017,00724,Auto Theft,AUTO THEFT,C11,335,,2016-10-03 18:59:00,2016,10,Monday,18,Part One,CLARKSON ST,42.30829668,-71.06747771,"(42.30829668, -71.06747771)"
I162080910,00727,Auto Theft,AUTO THEFT - LEASED/RENTED VEHICLE,C11,356,,2016-09-24 19:30:00,2016,9,Saturday,19,Part One,CHARLES ST,42.29990887,-71.06424768,"(42.29990887, -71.06424768)"
