INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182070932,03301,Verbal Disputes,VERBAL DISPUTE,B2,584,,2018-09-03 20:39:37,2018,9,Monday,20,Part Three,LAWN ST,42.32701648,-71.10555088,"(42.32701648, -71.10555088)"
I182070929,03301,Verbal Disputes,VERBAL DISPUTE,C11,364,,2018-09-03 20:38:00,2018,9,Monday,20,Part Three,LESLIE ST,42.29514664,-71.05860832,"(42.29514664, -71.05860832)"
I182070928,03301,Verbal Disputes,VERBAL DISPUTE,C6,913,,2018-09-03 19:55:00,2018,9,Monday,19,Part Three,OCEAN VIEW DR,42.31957856,-71.04032766,"(42.31957856, -71.04032766)"
I182070919,03301,Verbal Disputes,VERBAL DISPUTE,C11,341,,2018-09-03 18:52:00,2018,9,Monday,18,Part Three,STONEHURST ST,42.30526428,-71.06683755,"(42.30526428, -71.06683755)"
I182070879,03301,Verbal Disputes,VERBAL DISPUTE,B3,441,,2018-09-03 16:04:00,2018,9,Monday,16,Part Three,NIGHTINGALE ST,42.29540175,-71.08237834,"(42.29540175, -71.08237834)"
I182070837,03301,Verbal Disputes,VERBAL DISPUTE,B3,449,,2018-09-03 13:56:00,2018,9,Monday,13,Part Three,WHITFIELD ST,42.29222130,-71.07467073,"(42.29222130, -71.07467073)"
I182070816,03301,Verbal Disputes,VERBAL DISPUTE,C6,185,,2018-09-03 12:45:00,2018,9,Monday,12,Part Three,MASSACHUSETTS AVE,42.32198656,-71.06280666,"(42.32198656, -71.06280666)"
I182070797,03301,Verbal Disputes,VERBAL DISPUTE,C11,341,,2018-09-03 11:30:00,2018,9,Monday,11,Part Three,SPEEDWELL ST,42.30406722,-71.06760042,"(42.30406722, -71.06760042)"
I182070794,03301,Verbal Disputes,VERBAL DISPUTE,C11,332,,2018-09-03 11:00:00,2018,9,Monday,11,Part Three,COLUMBIA RD,42.31363409,-71.06778025,"(42.31363409, -71.06778025)"
I182070784,03301,Verbal Disputes,VERBAL DISPUTE,B2,909,,2018-09-03 10:42:00,2018,9,Monday,10,Part Three,WHITTIER ST,42.33380238,-71.08880867,"(42.33380238, -71.08880867)"
I182070773,03301,Verbal Disputes,VERBAL DISPUTE,C11,342,,2018-09-03 09:38:00,2018,9,Monday,9,Part Three,TOPLIFF ST,42.30375506,-71.06839375,"(42.30375506, -71.06839375)"
I182070760,03301,Verbal Disputes,VERBAL DISPUTE,B2,263,,2018-09-03 07:50:00,2018,9,Monday,7,Part Three,HUCKINS ST,42.32368852,-71.07519735,"(42.32368852, -71.07519735)"
I182070755,03301,Verbal Disputes,VERBAL DISPUTE,B3,432,,2018-09-03 06:44:00,2018,9,Monday,6,Part Three,MASCOT ST,42.28633596,-71.08500149,"(42.28633596, -71.08500149)"
I182070737,03301,Verbal Disputes,VERBAL DISPUTE,D4,594,,2018-09-03 02:58:00,2018,9,Monday,2,Part Three,HUNTINGTON AVE,42.34201850,-71.08566213,"(42.34201850, -71.08566213)"
I182070736,03301,Verbal Disputes,VERBAL DISPUTE,B3,472,,2018-09-03 00:25:00,2018,9,Monday,0,Part Three,WOODHAVEN ST,42.27105479,-71.09753898,"(42.27105479, -71.09753898)"
I182070726,03301,Verbal Disputes,VERBAL DISPUTE,B2,265,,2018-09-03 01:40:00,2018,9,Monday,1,Part Three,WAVERLY ST,42.32037671,-71.07903447,"(42.32037671, -71.07903447)"
I182070723,03301,Verbal Disputes,VERBAL DISPUTE,B3,455,,2018-09-03 02:02:00,2018,9,Monday,2,Part Three,LYNNVILLE TER,42.30256638,-71.07829040,"(42.30256638, -71.07829040)"
I182070714,03301,Verbal Disputes,VERBAL DISPUTE,C11,398,,2018-09-02 00:00:00,2018,9,Sunday,0,Part Three,TALBOT AVE,42.28935481,-71.06767297,"(42.28935481, -71.06767297)"
I182070686,03301,Verbal Disputes,VERBAL DISPUTE,B2,586,,2018-09-02 22:02:00,2018,9,Sunday,22,Part Three,HILLSIDE ST,42.33013124,-71.10138008,"(42.33013124, -71.10138008)"
I182070656,03301,Verbal Disputes,VERBAL DISPUTE,B3,448,,2018-09-02 20:34:00,2018,9,Sunday,20,Part Three,PARK ST,42.29482381,-71.07603424,"(42.29482381, -71.07603424)"
I182070653,03301,Verbal Disputes,VERBAL DISPUTE,E18,530,,2018-09-02 20:00:00,2018,9,Sunday,20,Part Three,READVILLE ST,42.24077498,-71.13536804,"(42.24077498, -71.13536804)"
I182070640,03301,Verbal Disputes,VERBAL DISPUTE,C6,185,,2018-09-02 19:37:00,2018,9,Sunday,19,Part Three,MASSACHUSETTS AVE,42.32198656,-71.06280666,"(42.32198656, -71.06280666)"
I182070595,03301,Verbal Disputes,VERBAL DISPUTE,B3,439,,2018-09-02 17:08:00,2018,9,Sunday,17,Part Three,STRATTON ST,42.29017432,-71.08808525,"(42.29017432, -71.08808525)"
I182070576,03301,Verbal Disputes,VERBAL DISPUTE,B3,469,,2018-09-02 14:33:00,2018,9,Sunday,14,Part Three,MATTAPAN ST,42.27732507,-71.09483139,"(42.27732507, -71.09483139)"
I182070570,03301,Verbal Disputes,VERBAL DISPUTE,C11,394,,2018-09-02 14:50:00,2018,9,Sunday,14,Part Three,GALLIVAN BLVD,42.28158633,-71.06033424,"(42.28158633, -71.06033424)"
I182070550,03301,Verbal Disputes,VERBAL DISPUTE,C11,358,,2018-09-02 12:41:00,2018,9,Sunday,12,Part Three,GREENBRIER ST,42.29642169,-71.07045327,"(42.29642169, -71.07045327)"
I182070547,03301,Verbal Disputes,VERBAL DISPUTE,A7,12,,2018-09-02 12:52:00,2018,9,Sunday,12,Part Three,BENNINGTON ST,42.38512136,-71.01150101,"(42.38512136, -71.01150101)"
I182070527,03301,Verbal Disputes,VERBAL DISPUTE,B2,326,,2018-09-02 11:31:00,2018,9,Sunday,11,Part Three,LAWRENCE AVE,42.31286677,-71.07841587,"(42.31286677, -71.07841587)"
I182070495,03301,Verbal Disputes,VERBAL DISPUTE,B3,420,,2018-09-02 08:47:00,2018,9,Sunday,8,Part Three,W SELDEN ST,42.27376816,-71.08919673,"(42.27376816, -71.08919673)"
I182070466,03301,Verbal Disputes,VERBAL DISPUTE,B3,463,,2018-09-02 03:10:00,2018,9,Sunday,3,Part Three,HARVARD ST,42.29260629,-71.08989828,"(42.29260629, -71.08989828)"
I182070424,03301,Verbal Disputes,VERBAL DISPUTE,C11,402,,2018-09-01 22:29:00,2018,9,Saturday,22,Part Three,BURT ST,42.28413536,-71.06957385,"(42.28413536, -71.06957385)"
I182070396,03301,Verbal Disputes,VERBAL DISPUTE,A7,26,,2018-09-01 21:12:00,2018,9,Saturday,21,Part Three,BORDER ST,42.37787573,-71.03995208,"(42.37787573, -71.03995208)"
I182070391,03301,Verbal Disputes,VERBAL DISPUTE,C6,234,,2018-09-01 20:36:00,2018,9,Saturday,20,Part Three,E EIGHTH ST,42.33145284,-71.03686785,"(42.33145284, -71.03686785)"
I182070377,03301,Verbal Disputes,VERBAL DISPUTE,C6,915,,2018-09-01 19:24:00,2018,9,Saturday,19,Part Three,E EIGHTH ST,42.33255367,-71.05064614,"(42.33255367, -71.05064614)"
I182070363,03301,Verbal Disputes,VERBAL DISPUTE,B2,611,,2018-09-01 18:35:00,2018,9,Saturday,18,Part Three,MISSION PARK DR,42.33407624,-71.10842653,"(42.33407624, -71.10842653)"
I182070362,03301,Verbal Disputes,VERBAL DISPUTE,B3,455,,2018-09-01 18:46:00,2018,9,Saturday,18,Part Three,TRINITY TER,42.30135530,-71.07790746,"(42.30135530, -71.07790746)"
I182070359,03301,Verbal Disputes,VERBAL DISPUTE,B3,406,,2018-09-01 18:32:00,2018,9,Saturday,18,Part Three,RIVER ST,42.27136131,-71.08100830,"(42.27136131, -71.08100830)"
I182070355,03301,Verbal Disputes,VERBAL DISPUTE,D14,938,,2018-09-01 18:14:00,2018,9,Saturday,18,Part Three,JETTE CT,42.34682750,-71.14319087,"(42.34682750, -71.14319087)"
I182070310,03301,Verbal Disputes,VERBAL DISPUTE,B3,442,,2018-09-01 13:50:00,2018,9,Saturday,13,Part Three,BROWNING AVE,42.29415023,-71.08175047,"(42.29415023, -71.08175047)"
I182070306,03301,Verbal Disputes,VERBAL DISPUTE,C11,400,,2018-09-01 14:26:00,2018,9,Saturday,14,Part Three,MELLEN ST,42.28584895,-71.06935381,"(42.28584895, -71.06935381)"
I182070298,03301,Verbal Disputes,VERBAL DISPUTE,C11,337,,2018-09-01 14:11:00,2018,9,Saturday,14,Part Three,OLNEY ST,42.30512773,-71.07370747,"(42.30512773, -71.07370747)"
I182070279,03301,Verbal Disputes,VERBAL DISPUTE,A1,92,,2018-09-01 12:50:00,2018,9,Saturday,12,Part Three,COURT ST,42.35892279,-71.05835354,"(42.35892279, -71.05835354)"
I182070270,03301,Verbal Disputes,VERBAL DISPUTE,B3,458,,2018-09-01 11:52:00,2018,9,Saturday,11,Part Three,BLUE HILL AVE,42.30238881,-71.08539388,"(42.30238881, -71.08539388)"
I182070269,03301,Verbal Disputes,VERBAL DISPUTE,B3,420,,2018-09-01 12:15:00,2018,9,Saturday,12,Part Three,LORNA RD,42.27974378,-71.08248818,"(42.27974378, -71.08248818)"
I182070253,03301,Verbal Disputes,VERBAL DISPUTE,C6,187,,2018-09-01 10:38:00,2018,9,Saturday,10,Part Three,BOSTON ST,42.32502384,-71.05925160,"(42.32502384, -71.05925160)"
I182070247,03301,Verbal Disputes,VERBAL DISPUTE,D14,814,,2018-09-01 09:57:00,2018,9,Saturday,9,Part Three,SEATTLE ST,42.36015660,-71.12494690,"(42.36015660, -71.12494690)"
I182070246,03301,Verbal Disputes,VERBAL DISPUTE,E5,563,,2018-09-01 10:13:00,2018,9,Saturday,10,Part Three,STELLMAN RD,42.28919902,-71.12309195,"(42.28919902, -71.12309195)"
I182070214,03301,Verbal Disputes,VERBAL DISPUTE,E18,495,,2018-09-01 08:27:00,2018,9,Saturday,8,Part Three,GREENWOOD AVE,42.26546031,-71.12023924,"(42.26546031, -71.12023924)"
I182070209,03301,Verbal Disputes,VERBAL DISPUTE,B3,437,,2018-09-01 08:17:00,2018,9,Saturday,8,Part Three,WHITFIELD ST,42.29004670,-71.07330004,"(42.29004670, -71.07330004)"
I182070170,03301,Verbal Disputes,VERBAL DISPUTE,B3,428,,2018-09-01 02:06:00,2018,9,Saturday,2,Part Three,VERRILL ST,42.28164146,-71.08851499,"(42.28164146, -71.08851499)"
I182070156,03301,Verbal Disputes,VERBAL DISPUTE,C11,381,,2018-09-01 01:49:00,2018,9,Saturday,1,Part Three,HALLET ST,42.28520026,-71.04674098,"(42.28520026, -71.04674098)"
I182070139,03301,Verbal Disputes,VERBAL DISPUTE,E13,912,,2018-08-31 23:22:00,2018,8,Friday,23,Part Three,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
I182070131,03301,Verbal Disputes,VERBAL DISPUTE,B2,320,,2018-08-31 23:18:00,2018,8,Friday,23,Part Three,GEORGIA ST,42.31068153,-71.08619442,"(42.31068153, -71.08619442)"
I182070125,03301,Verbal Disputes,VERBAL DISPUTE,B3,435,,2018-08-31 22:35:00,2018,8,Friday,22,Part Three,PEACEVALE RD,42.28716674,-71.07633479,"(42.28716674, -71.07633479)"
I182070067,03301,Verbal Disputes,VERBAL DISPUTE,A7,4,,2018-08-31 19:25:00,2018,8,Friday,19,Part Three,BAYSWATER ST,42.38248472,-70.99982811,"(42.38248472, -70.99982811)"
I182070027,03301,Verbal Disputes,VERBAL DISPUTE,E13,579,,2018-08-31 16:11:00,2018,8,Friday,16,Part Three,PRIESING ST,42.32188259,-71.10378919,"(42.32188259, -71.10378919)"
I182069990,03301,Verbal Disputes,VERBAL DISPUTE,E18,529,,2018-08-31 14:43:00,2018,8,Friday,14,Part Three,W MILTON ST,42.23951493,-71.13964409,"(42.23951493, -71.13964409)"
I182069975,03301,Verbal Disputes,VERBAL DISPUTE,, ,,2018-08-31 14:06:00,2018,8,Friday,14,Part Three,CAMDEN,-1.00000000,-1.00000000,"(-1.00000000, -1.00000000)"
I182069953,03301,Verbal Disputes,VERBAL DISPUTE,C11,461,,2018-08-31 13:43:00,2018,8,Friday,13,Part Three,ROSSETER ST,42.30417845,-71.07600129,"(42.30417845, -71.07600129)"
I182069941,03301,Verbal Disputes,VERBAL DISPUTE,D14,938,,2018-08-31 12:00:00,2018,8,Friday,12,Part Three,JETTE CT,42.34682750,-71.14319087,"(42.34682750, -71.14319087)"
I182069934,03301,Verbal Disputes,VERBAL DISPUTE,E13,577,,2018-08-31 12:29:00,2018,8,Friday,12,Part Three,ARCADIA ST,42.31650656,-71.09988227,"(42.31650656, -71.09988227)"
I182069919,03301,Verbal Disputes,VERBAL DISPUTE,E18,516,,2018-08-31 11:36:00,2018,8,Friday,11,Part Three,TRUMAN PKWY,42.25188297,-71.11915243,"(42.25188297, -71.11915243)"
I182069912,03301,Verbal Disputes,VERBAL DISPUTE,C11,362,,2018-08-31 11:10:00,2018,8,Friday,11,Part Three,WASHINGTON ST,42.29057504,-71.07165726,"(42.29057504, -71.07165726)"
I182069875,03301,Verbal Disputes,VERBAL DISPUTE,B3,418,,2018-08-31 08:56:00,2018,8,Friday,8,Part Three,EVANS ST,42.28252537,-71.07977256,"(42.28252537, -71.07977256)"
I182069835,03301,Verbal Disputes,VERBAL DISPUTE,B2,281,,2018-08-31 00:03:00,2018,8,Friday,0,Part Three,WARREN ST,42.32692266,-71.08313475,"(42.32692266, -71.08313475)"
I182069805,03301,Verbal Disputes,VERBAL DISPUTE,C11,250,,2018-08-30 20:51:00,2018,8,Thursday,20,Part Three,SAVIN HILL AVE,42.31248165,-71.04829028,"(42.31248165, -71.04829028)"
I182069801,03301,Verbal Disputes,VERBAL DISPUTE,B2,291,,2018-08-30 21:23:00,2018,8,Thursday,21,Part Three,ANITA TER,42.32978344,-71.09480008,"(42.32978344, -71.09480008)"
I182069775,03301,Verbal Disputes,VERBAL DISPUTE,B3,433,,2018-08-30 19:28:00,2018,8,Thursday,19,Part Three,NELSON ST,42.28267661,-71.08283064,"(42.28267661, -71.08283064)"
I182069773,03301,Verbal Disputes,VERBAL DISPUTE,B2,296,,2018-08-30 19:07:00,2018,8,Thursday,19,Part Three,MONTROSE ST,42.32353791,-71.08134501,"(42.32353791, -71.08134501)"
I182069763,03301,Verbal Disputes,VERBAL DISPUTE,C6,936,,2018-08-30 18:54:00,2018,8,Thursday,18,Part Three,ORTON-MAROTTA WAY,42.33731824,-71.05383210,"(42.33731824, -71.05383210)"
I182069740,03301,Verbal Disputes,VERBAL DISPUTE,B2,297,,2018-08-30 17:55:00,2018,8,Thursday,17,Part Three,MILLS ST,42.32130608,-71.08343731,"(42.32130608, -71.08343731)"
I182069713,03301,Verbal Disputes,VERBAL DISPUTE,E18,544,,2018-08-30 16:20:00,2018,8,Thursday,16,Part Three,SUMMER ST,42.26089606,-71.12488672,"(42.26089606, -71.12488672)"
I182069690,03301,Verbal Disputes,VERBAL DISPUTE,B2,286,,2018-08-30 14:46:00,2018,8,Thursday,14,Part Three,RAYNOR CIR,42.33446794,-71.08655064,"(42.33446794, -71.08655064)"
I182069672,03301,Verbal Disputes,VERBAL DISPUTE,B2,264,,2018-08-30 14:52:00,2018,8,Thursday,14,Part Three,BLUE HILL AVE,42.32016095,-71.07777290,"(42.32016095, -71.07777290)"
I182069578,03301,Verbal Disputes,VERBAL DISPUTE,C11,462,,2018-08-30 10:02:00,2018,8,Thursday,10,Part Three,BOWDOIN ST,42.30030819,-71.07206425,"(42.30030819, -71.07206425)"
I182069527,03301,Verbal Disputes,VERBAL DISPUTE,E13,307,,2018-08-30 02:05:00,2018,8,Thursday,2,Part Three,WESTMINSTER AVE,42.31668068,-71.09638886,"(42.31668068, -71.09638886)"
I182069526,03301,Verbal Disputes,VERBAL DISPUTE,C6,195,,2018-08-30 01:54:00,2018,8,Thursday,1,Part Three,OLD COLONY AVE,42.33465899,-71.05505448,"(42.33465899, -71.05505448)"
I182069524,03301,Verbal Disputes,VERBAL DISPUTE,C11,249,,2018-08-30 01:18:00,2018,8,Thursday,1,Part Three,SAXTON ST,42.31359091,-71.05432387,"(42.31359091, -71.05432387)"
I182069518,03301,Verbal Disputes,VERBAL DISPUTE,B3,432,,2018-08-30 00:25:00,2018,8,Thursday,0,Part Three,HANNON ST,42.28187558,-71.08550538,"(42.28187558, -71.08550538)"
I182069502,03301,Verbal Disputes,VERBAL DISPUTE,B3,437,,2018-08-29 22:37:00,2018,8,Wednesday,22,Part Three,NORFOLK ST,42.28915232,-71.07346000,"(42.28915232, -71.07346000)"
I182069492,03301,Verbal Disputes,VERBAL DISPUTE,C11,361,,2018-08-29 21:30:00,2018,8,Wednesday,21,Part Three,DORCHESTER AVE,42.29480297,-71.06175129,"(42.29480297, -71.06175129)"
I182069481,03301,Verbal Disputes,VERBAL DISPUTE,A15,40,,2018-08-29 20:01:00,2018,8,Wednesday,20,Part Three,PARK ST,42.37343545,-71.06061465,"(42.37343545, -71.06061465)"
I182069470,03301,Verbal Disputes,VERBAL DISPUTE,A15,900,,2018-08-29 19:30:00,2018,8,Wednesday,19,Part Three,WALFORD WAY,42.37843402,-71.05644163,"(42.37843402, -71.05644163)"
I182069443,03301,Verbal Disputes,VERBAL DISPUTE,B3,430,,2018-08-29 19:05:00,2018,8,Wednesday,19,Part Three,BLUE HILL AVE,42.28515394,-71.09102185,"(42.28515394, -71.09102185)"
I182069438,03301,Verbal Disputes,VERBAL DISPUTE,B2,262,,2018-08-29 17:36:00,2018,8,Wednesday,17,Part Three,WOODVILLE ST,42.32133396,-71.07581186,"(42.32133396, -71.07581186)"
I182069436,03301,Verbal Disputes,VERBAL DISPUTE,C11,351,,2018-08-29 15:42:00,2018,8,Wednesday,15,Part Three,LINCOLN ST,42.29979065,-71.05954439,"(42.29979065, -71.05954439)"
I182069406,03301,Verbal Disputes,VERBAL DISPUTE,C11,459,,2018-08-29 16:44:00,2018,8,Wednesday,16,Part Three,WASHINGTON ST,42.30422176,-71.07918459,"(42.30422176, -71.07918459)"
I182069372,03301,Verbal Disputes,VERBAL DISPUTE,B2,315,,2018-08-29 15:39:00,2018,8,Wednesday,15,Part Three,WAUMBECK ST,42.31401290,-71.08635277,"(42.31401290, -71.08635277)"
I182069346,03301,Verbal Disputes,VERBAL DISPUTE,B3,469,,2018-08-29 14:29:00,2018,8,Wednesday,14,Part Three,MATTAPAN ST,42.27974263,-71.09771603,"(42.27974263, -71.09771603)"
I182069343,03301,Verbal Disputes,VERBAL DISPUTE,E18,546,,2018-08-29 14:26:00,2018,8,Wednesday,14,Part Three,AUSTIN ST,42.26630876,-71.12465953,"(42.26630876, -71.12465953)"
I182069331,03301,Verbal Disputes,VERBAL DISPUTE,C11,459,,2018-08-29 13:48:00,2018,8,Wednesday,13,Part Three,WASHINGTON ST,42.30422176,-71.07918459,"(42.30422176, -71.07918459)"
I182069327,03301,Verbal Disputes,VERBAL DISPUTE,E18,487,,2018-08-29 13:21:00,2018,8,Wednesday,13,Part Three,TILESTON ST,42.26577372,-71.10626422,"(42.26577372, -71.10626422)"
I182069295,03301,Verbal Disputes,VERBAL DISPUTE,E5,941,,2018-08-29 11:30:00,2018,8,Wednesday,11,Part Three,BROOKWAY TER,42.29066443,-71.11984079,"(42.29066443, -71.11984079)"
I182069189,03301,Verbal Disputes,VERBAL DISPUTE,B3,464,,2018-08-29 00:03:30,2018,8,Wednesday,0,Part Three,BLUE HILL AVE,42.29171816,-71.08911807,"(42.29171816, -71.08911807)"
I182069178,03301,Verbal Disputes,VERBAL DISPUTE,B3,427,,2018-08-28 22:51:00,2018,8,Tuesday,22,Part Three,FESSENDEN ST,42.27855984,-71.09199697,"(42.27855984, -71.09199697)"
I182069177,03301,Verbal Disputes,VERBAL DISPUTE,B2,304,,2018-08-28 22:06:00,2018,8,Tuesday,22,Part Three,WASHINGTON ST,42.31943966,-71.09467467,"(42.31943966, -71.09467467)"
I182069172,03301,Verbal Disputes,VERBAL DISPUTE,B3,469,,2018-08-28 22:11:00,2018,8,Tuesday,22,Part Three,ALMONT ST,42.27666319,-71.09757173,"(42.27666319, -71.09757173)"
I182069168,03301,Verbal Disputes,VERBAL DISPUTE,E5,747,,2018-08-28 21:31:00,2018,8,Tuesday,21,Part Three,BROOK FARM RD,42.29295406,-71.16637287,"(42.29295406, -71.16637287)"
I182069159,03301,Verbal Disputes,VERBAL DISPUTE,B3,463,,2018-08-28 20:56:00,2018,8,Tuesday,20,Part Three,AMERICAN LEGION HWY,42.29794983,-71.08774413,"(42.29794983, -71.08774413)"
I182069154,03301,Verbal Disputes,VERBAL DISPUTE,B2,319,,2018-08-28 20:11:00,2018,8,Tuesday,20,Part Three,CHENEY ST,42.30970016,-71.08582414,"(42.30970016, -71.08582414)"
I182069153,03301,Verbal Disputes,VERBAL DISPUTE,B3,421,,2018-08-28 20:33:00,2018,8,Tuesday,20,Part Three,VIOLET ST,42.27490974,-71.08944957,"(42.27490974, -71.08944957)"
I182069145,03301,Verbal Disputes,VERBAL DISPUTE,C11,400,,2018-08-28 19:42:00,2018,8,Tuesday,19,Part Three,MELLEN ST,42.28592563,-71.06788650,"(42.28592563, -71.06788650)"
I182069092,03301,Verbal Disputes,VERBAL DISPUTE,D4,623,,2018-08-28 17:14:00,2018,8,Tuesday,17,Part Three,COMMONWEALTH AVE,42.34880461,-71.09392554,"(42.34880461, -71.09392554)"
I182069048,03301,Verbal Disputes,VERBAL DISPUTE,C6,915,,2018-08-28 15:14:00,2018,8,Tuesday,15,Part Three,REV RICHARD A BURKE ST,42.33191971,-71.05210788,"(42.33191971, -71.05210788)"
I182069019,03301,Verbal Disputes,VERBAL DISPUTE,, ,,2018-08-28 13:23:00,2018,8,Tuesday,13,Part Three,DR. MICHAEL GAVIN,-1.00000000,-1.00000000,"(-1.00000000, -1.00000000)"
I182069002,03301,Verbal Disputes,VERBAL DISPUTE,C11,343,,2018-08-28 12:15:00,2018,8,Tuesday,12,Part Three,GENEVA AVE,42.30328018,-71.07122308,"(42.30328018, -71.07122308)"
I182068993,03301,Verbal Disputes,VERBAL DISPUTE,C11,817,,2018-08-28 11:52:00,2018,8,Tuesday,11,Part Three,TALBOT AVE,42.28714820,-71.06493039,"(42.28714820, -71.06493039)"
I182068984,03301,Verbal Disputes,VERBAL DISPUTE,A7,902,,2018-08-28 12:03:00,2018,8,Tuesday,12,Part Three,SUMNER ST,42.36865862,-71.03924873,"(42.36865862, -71.03924873)"
I182068923,03301,Verbal Disputes,VERBAL DISPUTE,A1,79,,2018-08-28 08:33:00,2018,8,Tuesday,8,Part Three,THACHER ST,42.36531759,-71.05707791,"(42.36531759, -71.05707791)"
I182068907,03301,Verbal Disputes,VERBAL DISPUTE,C11,393,,2018-08-28 06:53:00,2018,8,Tuesday,6,Part Three,FLORIDA ST,42.28787670,-71.05839664,"(42.28787670, -71.05839664)"
I182068895,03301,Verbal Disputes,VERBAL DISPUTE,B3,434,,2018-08-28 03:24:00,2018,8,Tuesday,3,Part Three,NORFOLK ST,42.28457983,-71.08083310,"(42.28457983, -71.08083310)"
I182068892,03301,Verbal Disputes,VERBAL DISPUTE,B2,300,,2018-08-27 23:34:00,2018,8,Monday,23,Part Three,VALENTINE ST,42.32192504,-71.09229383,"(42.32192504, -71.09229383)"
I182068855,03301,Verbal Disputes,VERBAL DISPUTE,A15,900,,2018-08-27 20:40:00,2018,8,Monday,20,Part Three,BUNKER HILL ST,42.37736388,-71.05791376,"(42.37736388, -71.05791376)"
I182068820,03301,Verbal Disputes,VERBAL DISPUTE,C11,341,,2018-08-27 18:35:00,2018,8,Monday,18,Part Three,NORTON ST,42.30460308,-71.06691869,"(42.30460308, -71.06691869)"
I182068802,03301,Verbal Disputes,VERBAL DISPUTE,D14,764,,2018-08-27 18:03:00,2018,8,Monday,18,Part Three,HARRIET ST,42.35302384,-71.15475040,"(42.35302384, -71.15475040)"
I182068789,03301,Verbal Disputes,VERBAL DISPUTE,B3,475,,2018-08-27 16:35:00,2018,8,Monday,16,Part Three,FAVRE ST,42.27166145,-71.09953382,"(42.27166145, -71.09953382)"
I182068728,03301,Verbal Disputes,VERBAL DISPUTE,B3,466,,2018-08-27 15:28:00,2018,8,Monday,15,Part Three,DEERING RD,42.28414025,-71.09305138,"(42.28414025, -71.09305138)"
I182068704,03301,Verbal Disputes,VERBAL DISPUTE,B2,319,,2018-08-27 12:24:00,2018,8,Monday,12,Part Three,CHENEY ST,42.30970016,-71.08582414,"(42.30970016, -71.08582414)"
I182068673,03301,Verbal Disputes,VERBAL DISPUTE,B2,183,,2018-08-27 10:40:00,2018,8,Monday,10,Part Three,LEYLAND ST,42.32066147,-71.07067867,"(42.32066147, -71.07067867)"
I182068666,03301,Verbal Disputes,VERBAL DISPUTE,B3,908,,2018-08-27 10:35:00,2018,8,Monday,10,Part Three,FRANKLIN HILL AVE,42.29558507,-71.09158038,"(42.29558507, -71.09158038)"
I182068664,03301,Verbal Disputes,VERBAL DISPUTE,B3,418,,2018-08-27 10:56:00,2018,8,Monday,10,Part Three,MORTON ST,42.28061230,-71.08350146,"(42.28061230, -71.08350146)"
I182068599,03301,Verbal Disputes,VERBAL DISPUTE,B3,428,,2018-08-27 06:48:00,2018,8,Monday,6,Part Three,NORFOLK ST,42.28092154,-71.08766264,"(42.28092154, -71.08766264)"
I182068577,03301,Verbal Disputes,VERBAL DISPUTE,B3,420,,2018-08-27 02:37:00,2018,8,Monday,2,Part Three,LORNA RD,42.27802074,-71.08403295,"(42.27802074, -71.08403295)"
I182068568,03301,Verbal Disputes,VERBAL DISPUTE,C11,352,,2018-08-27 00:32:00,2018,8,Monday,0,Part Three,JOSEPHINE ST,42.30052010,-71.06490653,"(42.30052010, -71.06490653)"
I182068527,03301,Verbal Disputes,VERBAL DISPUTE,B3,450,,2018-08-26 18:40:00,2018,8,Sunday,18,Part Three,WHITFIELD ST,42.29276044,-71.07486603,"(42.29276044, -71.07486603)"
I182068515,03301,Verbal Disputes,VERBAL DISPUTE,B3,463,,2018-08-26 19:29:00,2018,8,Sunday,19,Part Three,FRANKLIN HILL AVE,42.29558507,-71.09158038,"(42.29558507, -71.09158038)"
I182068490,03301,Verbal Disputes,VERBAL DISPUTE,B3,431,,2018-08-26 17:49:00,2018,8,Sunday,17,Part Three,CALLENDER ST,42.28855818,-71.08839470,"(42.28855818, -71.08839470)"
I182068479,03301,Verbal Disputes,VERBAL DISPUTE,E18,502,,2018-08-26 17:05:00,2018,8,Sunday,17,Part Three,JEWETT ST,42.28570914,-71.11730039,"(42.28570914, -71.11730039)"
I182068478,03301,Verbal Disputes,VERBAL DISPUTE,B2,260,,2018-08-26 17:32:00,2018,8,Sunday,17,Part Three,WOODWARD PARK ST,42.31862926,-71.07271365,"(42.31862926, -71.07271365)"
I182068477,03301,Verbal Disputes,VERBAL DISPUTE,C6,936,,2018-08-26 08:06:00,2018,8,Sunday,8,Part Three,CROWLEY-ROGERS WAY,42.33985505,-71.05439202,"(42.33985505, -71.05439202)"
I182068405,03301,Verbal Disputes,VERBAL DISPUTE,A1,120,,2018-08-26 12:55:00,2018,8,Sunday,12,Part Three,COLUMBUS AVE,42.35155945,-71.06835435,"(42.35155945, -71.06835435)"
I182068401,03301,Verbal Disputes,VERBAL DISPUTE,E5,563,,2018-08-26 12:47:00,2018,8,Sunday,12,Part Three,WASHINGTON ST,42.29148517,-71.12275618,"(42.29148517, -71.12275618)"
